Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento
KIWIFY INSTITUICAO DE PAGAMENTO LTDA;53908413;n4;NA;I;2;BALNEARIO CAMBORIU;SC;dez/25;6.240;0;5.704;162;15;6.078;-94;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS - COOPER AVIBRAS;43268960;b3S;S5;I;2;JACAREI;SP;dez/25;6.203;5.646;15;1.468;0;4.735;-3.514;0;0
MONERY INSTITUICAO DE PAGAMENTO S.A.;46505612;n4;NA;I;2;BARUERI;SP;dez/25;6.136;0;6.013;444;0;5.693;132;1;0
INTRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;15489568;n2;S4;C;2;SAO PAULO;SP;dez/25;6.055;0;4.881;3.190;0;2.865;-19;2;0
BFC SOCIEDADE DE CRÉDITO DIRETO S.A.;59396084;n1;S5;I;2;RECIFE;PE;dez/25;5.957;0;3.651;661;361;5.297;235;2;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO;53932869;b3S;S5;I;2;OSASCO;SP;dez/25;5.930;3.787;1.895;500;0;5.430;168;0;0
ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;4684647;n2;S4;I;2;SANTOS;SP;dez/25;5.884;0;646;1.452;0;4.432;386;2;0
VUE INSTITUIÇÃO DE PAGAMENTO S.A.;56106523;n4;NA;I;2;MATHIAS LOBATO;MG;dez/25;5.817;0;2.266;78;8;5.740;143;1;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.;1819799;b3S;S5;I;2;VOLTA REDONDA;RJ;dez/25;5.790;2.617;2.753;651;0;5.139;185;0;0
FOURTRADE CORRETORA DE CÂMBIO LTDA.;40353377;n2;S4;I;2;RIO DE JANEIRO;RJ;dez/25;5.767;0;0;1.714;0;4.054;42;3;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CNC, SESC E SENAC ADMINISTRAÇÕES NACIONAIS LTDA.;30304919;b3S;S5;I;2;RIO DE JANEIRO;RJ;dez/25;5.762;3.735;772;554;0;5.208;250;0;0
VUON SOCIEDADE DE CRÉDITO DIRETO S.A.;57523215;n1;S5;I;2;SAO PAULO;SP;dez/25;5.683;212;12;153;0;5.530;-972;2;0
VBS SOCIEDADE DE CRÉDITO DIRETO S.A.;54264235;n1;S5;I;3;SAO PAULO;SP;dez/25;5.595;2;5.354;319;200;5.276;-319;2;0
COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES;3422007;b3S;S5;I;2;SAO PAULO;SP;dez/25;5.589;2.765;2.206;3.349;3.095;2.240;-44;0;4
MOTTU SOCIEDADE DE CRÉDITO DIRETO S.A.;42622791;n1;S5;I;3;SAO PAULO;SP;dez/25;5.549;0;2.747;46;0;5.503;222;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GERDAU - AÇOS FINOS PIRATINI;88952130;b3S;S5;I;2;CHARQUEADAS;RS;dez/25;5.512;1.949;3.448;609;0;4.903;230;0;0
BRCONDOS SOCIEDADE DE CRÉDITO DIRETO S.A.;49933388;n1;S5;I;2;JOINVILLE;SC;dez/25;5.405;62;5.317;32;1;5.373;76;2;0
IUPI INSTITUICAO DE PAGAMENTO S.A.;8323197;n4;NA;I;2;UBERLANDIA;MG;dez/25;5.383;0;150;87;0;5.296;-242;1;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE PORTO ALEGRE;3990888;b3S;S5;I;2;PORTO ALEGRE;RS;dez/25;5.369;3.366;0;717;40;4.652;23;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA RECKITT BENCKISER;44223196;b3S;S5;I;2;SAO PAULO;SP;dez/25;5.366;3.974;450;153;0;5.213;220;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA;30586895;b3S;S5;I;2;SAO GONCALO;RJ;dez/25;5.346;2.727;2.416;669;0;4.677;309;0;0
COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC;5740092;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;dez/25;5.283;28;5.187;960;667;4.323;239;0;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES DO MUNICIPIO DE SANTO ANDRÉ - SP - CECRESA;512839;b3S;S5;I;2;SANTO ANDRE;SP;dez/25;5.269;4.932;6;2.497;2.345;2.772;-476;0;0
HBI SOCIEDADE DE CRÉDITO DIRETO S/A.;4849745;n1;S5;I;2;LEOPOLDINA;MG;dez/25;5.172;1.874;1;1.446;1;3.726;1.384;2;0
APUSDIGITAL INSTITUICAO DE PAGAMENTO LTDA;57654096;n4;NA;I;2;SAO PAULO;SP;dez/25;5.110;0;5.107;54;0;5.056;445;1;0
DAPPER - SOCIEDADE DE CRÉDITO DIRETO S/A;48529228;n1;S5;I;2;BLUMENAU;SC;dez/25;5.078;4.732;69;44;0;5.033;-483;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR;17411307;b3S;S5;I;2;JUNDIAI;SP;dez/25;5.068;1.196;2.048;1.932;0;3.136;45;0;0
GLOBAL FINANÇAS SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;11165756;n1;S5;I;2;AMERICANA;SP;dez/25;5.052;186;12;3.175;3.025;1.877;334;2;0
CV INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;50286774;n2;S4;I;2;SAO PAULO;SP;dez/25;5.011;0;2.516;962;0;4.049;-694;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNESP - COOPUNESP;69136075;b3S;S5;I;2;RIO CLARO;SP;dez/25;4.981;2.118;2.388;823;612;4.158;138;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE;72952138;b3S;S5;I;2;CERQUILHO;SP;dez/25;4.941;2.199;2.361;622;0;4.319;332;0;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL;57996878;b3S;S5;I;2;MAUA;SP;dez/25;4.861;1.874;1.997;575;0;4.285;-41;0;0
BANSUR JM SOCIEDADE DE CRÉDITO DIRETO S/A;42963742;n1;S5;I;2;BELO HORIZONTE;MG;dez/25;4.858;3.654;703;188;0;4.670;-30;2;0
PÓLOCRED   SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;7945233;n1;S5;C;3;SAO PAULO;SP;dez/25;4.828;167;0;338;0;4.491;-111;2;0
CASA DO CRÉDITO S.A. SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR;5442029;n1;S5;I;2;SAO PAULO;SP;dez/25;4.713;44;0;3.387;1.883;1.327;-68;2;0
NVIO BRASIL SOCIEDADE DE CRÉDITO DIRETO S.A.;51118718;n1;S5;C;3;SAO PAULO;SP;dez/25;4.621;0;0;17;0;4.604;-156;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA COOPEDER LTDA - COOPCREDER;21130869;b3S;S5;I;2;BELO HORIZONTE;MG;dez/25;4.567;905;3.212;678;0;3.889;781;0;0
ALL IN CRED SOCIEDADE DE CREDITO DIRETO S.A.;51414521;n1;S5;I;2;SAO PAULO;SP;dez/25;4.549;1.222;331;438;19;4.111;-1.432;2;0
DASCAM CORRETORA DE CÂMBIO LTDA.;65645137;n2;S5;I;2;SAO PAULO;SP;dez/25;4.475;0;1.070;1.293;0;3.182;595;2;0
PALMA SOCIEDADE DE CRÉDITO DIRETO S.A.;49889190;n1;S5;I;2;SAO PAULO;SP;dez/25;4.448;181;3.863;273;0;4.175;118;2;0
GIRO - SOCIEDADE DE CRÉDITO DIRETO S/A;40112555;n1;S5;I;2;CURITIBA;PR;dez/25;4.355;0;1.375;2.801;0;1.554;214;2;0
BAMAQ CAPITAL - SOCIEDADE DE CRÉDITO DIRETO S/A;48528314;n1;S5;I;2;CONTAGEM;MG;dez/25;4.290;3;2.886;49;0;4.242;-275;2;0
FATURACRED SOCIEDADE DE CRÉDITO DIRETO S.A.;58859402;n1;S5;I;2;VILA VELHA;ES;dez/25;4.213;3.478;400;852;0;3.361;-434;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA SUPERMERCADOS JAU SERVE - COOPERJS;3400651;b3S;S5;I;2;JAU;SP;dez/25;4.120;1.551;2.360;216;0;3.903;164;0;0
DOURADA CORRETORA DE CÂMBIO LTDA.;76641497;n2;S4;I;2;CURITIBA;PR;dez/25;4.090;0;2.033;1.271;0;2.819;443;3;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED;31746993;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;dez/25;4.081;3.762;112;157;0;3.924;68;0;0
LEND INSTITUICAO DE PAGAMENTO LTDA;44154779;n4;S5;C;2;SAO PAULO;SP;dez/25;4.044;0;3.031;4.596;0;-552;-215;1;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DE ÓRGAOS GESTORES DE RECURSOS HÍDRICOS DO ESTADO DE SÃO PAULO - COOPERHIDRO;53800488;b3S;S5;I;2;SAO PAULO;SP;dez/25;3.972;1.940;1.230;298;0;3.674;-212;0;0
CUMBUCA INSTITUIÇÃO DE PAGAMENTO LTDA.;44353942;n4;NA;I;2;SAO PAULO;SP;dez/25;3.949;0;3.544;107;0;3.842;-6;1;0
P R DO BRASIL INSTITUICAO DE PAGAMENTOS LTDA;46996177;n4;NA;I;3;SAO PAULO;SP;dez/25;3.944;0;3.816;93;0;3.850;104;1;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL;90278987;b3S;S5;I;2;PORTO ALEGRE;RS;dez/25;3.886;1.606;2.006;759;262;3.127;284;0;0
EXIM CORRETORA DE CAMBIO LTDA;73302408;n2;S4;I;2;PORTO ALEGRE;RS;dez/25;3.886;0;0;2.988;0;898;20;2;0
MUEVY INSTITUICAO DE PAGAMENTO SA;46297307;n4;NA;I;2;BARUERI;SP;dez/25;3.877;0;275;162;0;3.715;-620;1;0
SAYGO CORRETORA DE CÂMBIO S.A.;40333582;n2;S4;I;2;JUNDIAI;SP;dez/25;3.866;0;108;2.409;0;1.457;132;2;0
TBANKS INSTITUICAO DE PAGAMENTO SA;46004634;n4;NA;I;2;SAO PAULO;SP;dez/25;3.823;0;3.600;121;0;3.703;113;1;0
CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;62237649;n2;S5;I;2;SAO PAULO;SP;dez/25;3.782;0;0;268;0;3.514;272;2;0
RED SOCIEDADE DE CRÉDITO DIRETO S.A.;47593544;n1;S5;I;2;SAO PAULO;SP;dez/25;3.760;0;0;171;0;3.588;-1.005;2;0
SOCRED S.A. - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE;9210106;n1;S5;I;2;BELEM;PA;dez/25;3.756;3.092;0;136;24;3.619;277;2;0
QORE DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA;62264924;n2;S4;I;2;SAO PAULO;SP;dez/25;3.743;0;1.121;763;0;2.980;688;2;0
BULLLA IP - FINANCEIRO;84985;n1;S4;C;2;SAO PAULO;SP;dez/25;3.742;0;0;157;0;3.585;38;4;0
TINO SOCIEDADE DE CRÉDITO DIRETO S.A.;62469998;n1;S5;I;3;SAO PAULO;SP;dez/25;3.727;3;0;0;0;3.726;-12;2;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS;1551820;b3S;S5;I;2;PONTA GROSSA;PR;dez/25;3.676;2.915;0;331;0;3.344;173;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FIEPB, SESI, SENAI, IEL E DO CONDOMÍNIO EDIFÍCIO AGOSTINHO VELLOSO DA SILVEIRA (CEAVS  - CREDFISP LTDA.;5747018;b3S;S5;I;2;CAMPINA GRANDE;PB;dez/25;3.623;1.241;2.312;506;0;3.117;62;0;0
PERSONAL SOCIEDADE DE CRÉDITO DIRETO S.A.;57905133;n1;S5;I;2;FLORIANOPOLIS;SC;dez/25;3.612;541;3.053;17;0;3.596;96;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ACUMENT BRASIL;45068632;b3S;S5;I;2;ATIBAIA;SP;dez/25;3.576;2.594;663;196;0;3.380;-25;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ;28885036;b3S;S5;I;2;RIO DE JANEIRO;RJ;dez/25;3.515;2.258;605;570;0;2.945;5;0;0
COOPESTADO - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NA REGIÃO METROPOLITANA DO ESTADO DO RIO DE JANEIRO LIMITADA;4995006;b3S;S5;I;2;RIO DE JANEIRO;RJ;dez/25;3.508;2.166;1.102;329;0;3.179;-85;0;0
BIT SOCIEDADE DE CRÉDITO DIRETO S.A.;58367961;n1;S5;I;2;CAMPINAS;SP;dez/25;3.507;0;3.504;24;0;3.483;-54;2;0
FREEX CORRETORA DE CAMBIO S.A.;55428859;n2;S5;I;3;SAO PAULO;SP;dez/25;3.505;0;2.756;158;0;3.347;-727;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PUBLICAS E PRIVADAS NO TERRITÓRIO NACIONAL - CREDBRASIL;2869663;b3S;S5;I;2;VITORIA;ES;dez/25;3.406;1.340;1.751;641;0;2.765;40;0;0
DATANOMIK BRASIL INSTITUICAO DE PAGAMENTO LTDA;47438068;n4;NA;I;3;SAO PAULO;SP;dez/25;3.393;0;2.500;1.036;0;2.357;-340;1;0
RV2 SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;52690487;n1;S5;I;2;FORTALEZA;CE;dez/25;3.367;0;3.031;153;0;3.215;29;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA MARIA - PILONCRED;1107759;b3S;S5;I;2;CERQUILHO;SP;dez/25;3.308;957;2.156;165;0;3.143;210;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE KYN COMÉRCIO VAREJISTA E ATACADISTA - COOPER KYN;2230138;b3S;S5;I;2;JUNDIAI;SP;dez/25;3.291;1.665;1.421;429;0;2.862;35;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA., LTDA.;21597133;b3S;S5;I;2;JUIZ DE FORA;MG;dez/25;3.269;1.364;0;464;0;2.806;16;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO;24235459;b3S;S5;I;2;JOAO MONLEVADE;MG;dez/25;3.267;1.587;134;405;286;2.863;-152;0;0
GO SOCIEDADE DE CRÉDITO DIRETO S.A.;61637240;n1;S5;I;2;GUARULHOS;SP;dez/25;3.250;2.600;506;5;0;3.246;-254;2;0
B3 INSTITUICAO DE PAGAMENTO LTDA;47825528;n4;S4;C;2;SAO PAULO;SP;dez/25;3.227;0;2.311;101;4;3.127;-340;1;0
MOMENTO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;97447304;n2;S4;I;2;RIO DE JANEIRO;RJ;dez/25;3.214;0;2.462;1.793;0;1.421;82;2;0
LIQUIDO INSTITUICAO DE PAGAMENTO LTDA;48552108;n4;NA;I;3;SAO PAULO;SP;dez/25;3.212;0;0;1.633;0;1.579;-383;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NAKATA;9128022;b3S;S5;I;2;OSASCO;SP;dez/25;3.188;1.461;1.632;348;0;2.839;97;0;0
COOPSERJ - COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO DO ESTADO DO RIO DE JANEIRO LTDA.;2723075;b3S;S5;I;2;RIO DE JANEIRO;RJ;dez/25;3.184;2.008;661;557;0;2.627;126;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOLIMODE ROUPAS E EMPRESAS COLIGADAS LTDA;28244622;b3S;S5;I;2;RIO DE JANEIRO;RJ;dez/25;3.105;939;1.612;247;0;2.858;72;0;0
CREDPAR - SOCIEDADE DE CRÉDITO DIRETO S/A;48721937;n1;S5;I;2;UBERLANDIA;MG;dez/25;3.100;668;0;1.686;0;1.415;1.182;2;0
NAGRO SOCIEDADE DE CRÉDITO DIRETO S.A.;56047774;n1;S5;I;2;UBERLANDIA;MG;dez/25;3.076;0;0;420;0;2.656;-62;2;0
E.SIGA SOCIEDADE DE CRÉDITO DIRETO S.A.;56030613;n1;S5;I;2;SAO JOSE DOS PINHAIS;PR;dez/25;3.065;358;2.403;31;0;3.035;23;2;0
BCP SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;54541468;n2;S4;I;3;RIO DE JANEIRO;RJ;dez/25;3.040;0;1.465;208;0;2.832;-1.027;2;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA;5331882;b3S;S5;I;2;PORTO ALEGRE;RS;dez/25;3.012;287;0;299;0;2.713;7;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA VIACAO NOSSA SENHORA DO AMPARO LTDA. - COPERFAMP;2192115;b3S;S5;I;2;MARICA;RJ;dez/25;3.006;1.123;1.591;397;0;2.609;59;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SEBRAE BAHIA LTDA.;5658367;b3S;S5;I;2;SALVADOR;BA;dez/25;2.950;863;2.074;53;0;2.897;118;0;0
ATLANTA SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR LTDA;4772908;n1;S5;I;2;PASSOS;MG;dez/25;2.838;0;1.603;1.341;0;1.497;63;2;0
NIXFIN SOCIEDADE DE CRÉDITO DIRETO S.A.;44921281;n1;S5;I;2;FLORIANOPOLIS;SC;dez/25;2.782;14;2.749;32;0;2.750;-89;2;0
CONLIFE SOCIEDADE DE CRÉDITO DIRETO S/A;62451088;n1;S5;I;2;SAO JOSE DOS CAMPOS;SP;dez/25;2.760;720;0;1.754;0;1.006;6;2;0
FINLEV SOCIEDADE DE CRÉDITO DIRETO S.A.;44564204;n1;S5;I;2;BELEM;PA;dez/25;2.685;2.424;29;697;0;1.988;308;2;0
GOOD CORRETORA DE CÂMBIO LTDA;23010182;n2;S5;I;2;PORTO ALEGRE;RS;dez/25;2.682;0;0;359;0;2.323;59;2;0
EUROINVEST S.A. CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS;34190991;n2;S4;I;2;RIO DE JANEIRO;RJ;dez/25;2.665;0;2.349;252;0;2.414;20;2;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPO INDORAMA NO BRASIL;62605290;b3S;S5;I;2;POCOS DE CALDAS;MG;dez/25;2.648;1.482;10;152;0;2.496;-58;0;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO COLEGIO PEDRO II;2910387;b3S;S5;I;2;RIO DE JANEIRO;RJ;dez/25;2.633;1.342;757;111;0;2.522;70;0;0
MAGNUM SOCIEDADE DE CRÉDITO DIRETO S.A.;44683140;n1;S5;I;2;SAO PAULO;SP;dez/25;2.600;100;0;2.527;768;73;-1.912;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO E EMPREGADOS EM ESTABELECIMENTOS PRIVADOS DE ENSINO DO MUNICÍPIO DO RIO DE JANEIRO LTDA.;42445122;b3S;S5;I;2;RIO DE JANEIRO;RJ;dez/25;2.593;1.286;0;1.160;0;1.433;-28;0;1
GLOBAL INVESTMENT SERVICES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;47227569;n2;S4;I;2;SAO PAULO;SP;dez/25;2.584;0;2.224;282;0;2.302;-938;2;0
HR SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;20158571;n1;S5;I;2;MACEIO;AL;dez/25;2.500;106;162;18;0;2.482;112;1;0
PROFITTO - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;3635061;n1;S5;I;2;RIBEIRAO PRETO;SP;dez/25;2.469;0;1.828;67;0;2.403;10;2;0
NUMATUR CORRETORA DE CÂMBIO LTDA.;18145784;n2;S5;I;2;SAO PAULO;SP;dez/25;2.468;0;1.322;91;0;2.377;78;3;0
QUEROCRED SOCIEDADE DE CRÉDITO DIRETO S.A.;49035310;n1;S5;I;2;CANOAS;RS;dez/25;2.413;543;0;39;0;2.374;-217;2;0
NEXOOS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;34254279;n1;S5;I;2;SAO PAULO;SP;dez/25;2.393;0;827;1.346;0;1.047;-207;2;0
AVS CORRETORA DE CÂMBIO LTDA.;25280945;n2;S5;I;2;CURITIBA;PR;dez/25;2.333;0;640;1.133;0;1.200;300;3;0
CATÁLISE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;47215387;n2;S4;I;2;CURITIBA;PR;dez/25;2.320;0;1.571;396;0;1.923;54;1;0
EMCASH SERVIÇOS FINANCEIROS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;34139916;n1;S5;I;2;BELO HORIZONTE;MG;dez/25;2.305;0;649;717;0;1.588;356;2;0
FISERV SOCIEDADE DE CRÉDITO DIRETO S.A.;50053267;n1;S4;C;3;SAO PAULO;SP;dez/25;2.273;598;0;366;0;1.907;463;2;0
LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;71590442;n2;S4;I;2;ARARAS;SP;dez/25;2.263;0;248;294;122;1.969;860;2;0
VNK SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;20269566;n1;S5;I;2;FORTALEZA;CE;dez/25;2.255;824;1.049;1.090;0;1.165;298;2;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES DO SISTEMA FINANCEIRO NAS REGIÕES DE SÃO PAULO E CAMPINAS (SP) - CREDISCOOP;3674133;b3S;S5;I;2;SAO PAULO;SP;dez/25;2.237;1.043;1.178;1.399;1.269;838;-176;0;1
BRCARD SOCIEDADE DE CRÉDITO DIRETO S/A;39431423;n1;S5;I;2;CALDAS NOVAS;GO;dez/25;2.233;1.830;15;385;98;1.848;327;2;0
DIVI SOCIEDADE DE CREDITO DIRETO S.A.;58526733;n1;S5;I;2;SAO PAULO;SP;dez/25;2.077;0;2.070;572;0;1.505;59;2;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES EM CONSELHOS DE FISCALIZACAO PROFISSIONAL NO MUNICIPIO DO RIO DE JANEIRO LTDA.;2850075;b3S;S5;I;2;RIO DE JANEIRO;RJ;dez/25;2.072;1.010;0;119;0;1.953;-10;0;0
PAGBRASIL TECNOLOGIA INSTITUIÇÃO DE PAGAMENTO LTDA.;55251092;n4;NA;I;2;PORTO ALEGRE;RS;dez/25;2.070;0;0;16;0;2.055;55;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO ARTHUR BERNARDES LTDA. - COOFAB;2738981;b3S;S5;I;2;VICOSA;MG;dez/25;2.045;1.365;617;244;0;1.801;147;0;0
EASY MONEY SOCIEDADE DE CRÉDITO DIRETO S.A.;56606230;n1;S5;I;2;SAO LEOPOLDO;RS;dez/25;2.042;2.002;0;807;761;1.235;70;2;0
GDC PARTNERS SERVIÇOS FIDUCIÁRIOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;10749264;n2;S5;I;2;RIO DE JANEIRO;RJ;dez/25;2.029;0;1.658;1.309;0;720;709;3;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DE DIVERSÕES DO ESTADO DE SÃO PAULO;68314921;b3S;S5;I;2;SAO PAULO;SP;dez/25;2.023;1.645;0;198;0;1.825;40;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA PROLEC GE BRASIL TRANSMISSÃO DE ENERGIA S.A.;88043187;b3S;S5;I;2;CANOAS;RS;dez/25;2.010;1.406;488;423;385;1.587;16;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SOMART LTDA.;129753;b3S;S5;I;2;URUCANIA;MG;dez/25;1.955;89;1.178;519;0;1.436;57;0;0
VIPS CORRETORA DE CÂMBIO S.A.;17772370;n2;S5;I;2;SAO PAULO;SP;dez/25;1.905;0;0;292;0;1.613;82;2;0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI;6942423;b3S;S5;I;2;CURITIBA;PR;dez/25;1.876;770;0;208;0;1.668;57;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA INDÚSTRIA DE PAPÉIS SUDESTE LTDA . - CREDESTE;18340695;b3S;S5;I;2;JUIZ DE FORA;MG;dez/25;1.865;1.214;468;131;0;1.734;84;0;0
FINANCRED - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA.;27348513;n1;S5;I;2;CAMPO GRANDE;MS;dez/25;1.849;1.628;6;133;0;1.717;-92;2;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA CBA ITAPISSUMA E EMPREGADOS DE EMPRESAS PRESTADORA DE SERVIÇOS INDUSTRIAIS, NO ESTADO DE PERNAMBUCO - CREDCOOPE;8931800;b3S;S5;I;2;ITAPISSUMA;PE;dez/25;1.829;718;975;52;0;1.777;-33;0;0
